,Movie,Year,Duration,Rating,Voting,Description
6351,Slumdog Kodisvaran,2018,2h 30m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Slumdog Karodpati is a heart touching story of an orphan, a waste picker. 27-year-old boy Municipality ""Govindrao"" is an impoverished orphan boy who unfortunately rescues the kidnapped girl Himani Singhania ""Madhura"" from Jaggu Dada gang and gets a chance to marriage with Himani Singhania ""Madhura"" who Millionaire by birth. In the flashback, the movie reveals the story of his life in the slums, the struggles, kidnapping, his love, his near-friend death experience, and how he gets the married to Millionaire girl and become a Millionaire/Karodpati.</div>"
6352,Chennayil Oda Oda,2021,2h 7m,Nil,Nil,
6353,Munniravu Neram,1975,Nil,Nil,Nil,
6354,Ponvilangu,1993,2h 15m,6.9,9,
6355,Untitled Uday Productions film,Nil,Nil,Nil,Nil,
6356,Ambel Jhoot,2014,2h 11m,Nil,Nil,
6357,Usha Kalyanam,1936,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The film is based on the Hindu mythological tale of Aniruddha, the grandson of Krishna. Aniruddha and Usha, the daughter of the demon Bakasura fall in love with one another. Bakasura does not assent to their love and imprisons Aniruddha. Aniruddha is saved by Krishna who defeats Bakasura and liberates Aniruddha. Bakasura, eventually, patches up with Krishna and conducts their marriage.</div>"
6358,Vai Pandhal,1984,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Urvasi is a rich man's daughter up to practical pranks all the time . Mohan is a middle class orphan who shares his one room accommodation with YG Mahendren . After some teasings and bantering , both Urvasi and Mohan fall in love . Some cute duets follow. Now Urvasi is worried about her father's approval for her chosen groon . He is a strict military man and wants his daughter to marry into a big rich family . He invites Mohan and his family to stay with him in his huge bungalow for a few weeks before giving his approval. Mohan fishes through his list of acquaintances and gets Kuyili ( a street dancer ) to become his sister, Gandhimathi ( a theatre actress) to become his mother and Radha Ravi ( an illicit liquor maker ) to be his brother . Now starts the comedy of errors . Kuyili though short in height is pretty and acts well . Gandhimati is a seasoned actress . Mohan and Urvasi are cute as a couple .Radha Ravi comes with a huge rough wig and speaks loudly because ruffians were supposed to be like that . Over all a nice family riot .</div>"
6359,Nirayutham,2015,1h 37m,Nil,Nil,
6360,Vaimaye Vellum,1997,2h 30m,6.8,12,
6361,Magendra,2020,Nil,Nil,Nil,
6362,Anbulla Atthan,1981,Nil,Nil,Nil,
6363,Veguli Penn,1971,2h 3m,Nil,Nil,
6364,Kathaah at 8,2019,1h 30m,7.4,10,"<div class=""ipc-html-content-inner-div"">World's 1st anthology in 8 languages, written, produced and directed by a single film maker. First feature film in 8 Indian languages - Assamese, Bengali, Gujarati, Malayalam, Marathi, Punjabi, Tamil and Telugu.</div>"
6365,Nalladhey Nadakkum,1993,Nil,Nil,Nil,
6366,Edaal,2016,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A school master and his son fight against an industrialist and struggle to close down a factory that is polluting their town.</div>"
6367,Ayodhya,2005,2h 5m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Hussain Bhai (J. Livingston) and Sundaram Pillai (Charan Raj) were best friends in Ayodhyapuri near Nagercoil, a place where Hindus and Muslims lived in harmony. Hussain and Sundaram bought land to build a factory at that place. Hussain was married to Jameela (Saranya Ponvannan), while Sundaram married Seetha (Seetha) under Hussain and Jameela's blessings. Jameela and Seetha then became pregnant. Jameela, who had suffered a miscarriage, feared to lose her baby. In the meantime, Sabapathy (Manivannan), who was a troublemaker, turned the friends into enemies for his own personal gain. This issue was taken by the villagers, and the village split into two with Muslims on one side and Hindus on the other side. Later, Seetha and Jameela gave birth in the same hospital the same day. Fearing that Jameela's baby may die, Seetha switched the babies in their cradles, but Jameela knew about it. 25 years later, the conflict intensified between Hussain and Sundaram, and they are in a legal fight over the factory with Sabapathy continuing to add fuel to the conflict. Seetha and Jameela want their husbands to make peace. Hussain's son grows up as Shankar (Ramana) in Sundaram's house, whereas Sundaram's son grows up as Ameer (Mohankumar) in Hussain's house. Ameer falls in love with Shankar's cousin Anu (Rekha Unnikrishnan), while Shankar falls in love with Ameer's relative Zarina (Ragini Nandwani). Thereafter, Ameer and Shankar become friends and decide to support their love. Sabapathy, who pulled strings to create conflicts between Muslims and Hindus, is ultimately killed. The film ends with Hussain and Sundaram making up after their quarrel, the lovers brought together, and Muslims and Hindus making peace.</div>"
6368,Enzhai Vazhavan,1952,Nil,Nil,Nil,
6369,Chennai Super Police,2009,1h 54m,Nil,Nil,
6370,Kanna Nee Enakkuthanda,2009,Nil,Nil,Nil,
6371,Maya Machhindra,1939,Nil,Nil,Nil,
6372,Pethamanam Pithu,1973,Nil,Nil,Nil,
6373,How Far 2 Heaven?,2011,1h 8m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A film shot entirely by tsunami survivors, first as kids then as adolescents found by photograph 6 years later. Zen tragedy, organic verite, situational PTSD, displaying the artist, resilience and triumph in us all. A camera is set in a Batticaloa refugee camp in rebel territory Sri Lanka post tsunami and is picked up by children who film a routine food distribution making 15 minutes of beauty that any other filmmaker could not. Six years later, we are at Heaven's house sending them off, once again, professional film crew in toe, to complete 'their' movie - in Tamil - a world anew. Heaven's trauma to Heaven's dance. A unique look at the everyday worlds of the affected and triumphant.</div>"
6374,Kulasekara Pattinam,2021,Nil,Nil,Nil,
6375,Meendum Meendum Nee,2009,Nil,Nil,Nil,
6376,Pa Ra Palanisamy,2010,Nil,Nil,Nil,
6377,Uyirmel Aasai,1967,Nil,Nil,Nil,
6378,Thullura Vayasu,2006,1h 50m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The film begins with Raghavan (Raghava), who hails from Coimbatore, joining a medical college in Chennai as a first-year student. In his hostel, Raghavan starts to remember his school life and his first love. Raghavan and Deepika (Deepika) studied in the same class and they were good friends. Raghavan hailed from a middle-class family while Deepika was from a rich family. Raghavan and Deepika then fell in love with each other but they didn't have the courage to convey their love. The last of school, Raghavan sneakily put a love letter in Deepika's book and Deepika did the same thing. Unfortunately, the two failed to read the love letters and thought that their love had failed. Thereafter, Vilvanathan (Guhan) gave Deepika sleeping pills and he convinced Raghav and his friends that she had committed suicide after failing her exam. The grief-stricken Raghav was unable to bear the constant reminders of his lover that his school and town were filled with. Raghavan's father then got a transfer to Delhi and Raghavan moved there but he failed to get a seat in any college in Delhi, so Raghav returned to Chennai to join a medical college. Vilvanathan is hell-bent to save his family's prestige so he threatens his sister Deepika to kill her lover Raghavan if she is still in love with him. When Vilvanathan came to know of Raghavan's return, he sends henchmen to kill him and decides to send Deepika to study in the US. Raghavan is then stunned to encounter his lover Deepika alive and he successfully gets rid of Vilvanathan's henchmen. Finally, Vilvanathan arrives and beats Raghavan up. Deepika, who first begs her brother to spare him, encourages Raghavan to fight him back and Raghavan defeats him.</div>"
6379,Guruvamma,2002,Nil,Nil,Nil,
6380,Karimugan,2018,Nil,2.6,15,
6381,Thayumanavar,1938,3h 31m,Nil,Nil,
6382,Strisahasam,1951,Nil,Nil,Nil,
6383,Urvashi Sahasam,1940,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Shiva intends to impress Parvathi with the devotion Arjuna has towards him. Just as Shiva disguised as Kiratha, a tribal hunter, appears before Arjuna, he sees a wild boar charging towards Arjuna and shoots an arrow at the boar. Arjuna, an accomplished archer, also shoots an arrow at the boar. The boar that was in fact a demon named Mookasura in disguise is killed and its original form revealed. However, a dispute arises between Arjuna and Kiratha as to who the real killer of the animal is. A long-drawn battle ensues between the two, resulting in Kiratha's victory over Arjuna. The vanquished Arjuna, unable to even stand up, makes a Shiva Linga out of mud and performs a puja, offering flowers. To his surprise, he finds that the flower he offers to the Linga is falling over the head of Kiratha. Arjuna then realizes that Kiratha is none other than Lord Shiva. Pleased with his devotion, Lord Shiva grants the Pasupathastra, the divine arrow, to Arjuna.</div>"
6384,Nanda Nanditha,2012,Nil,Nil,Nil,
6385,Gun FIght Kanchana,1981,1h 53m,Nil,Nil,
6386,Tilottama,1951,Nil,Nil,Nil,
6387,Aarupadai,2009,1h 40m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The film begins with Guru (Guru) in a serious condition being rushed to the hospital. Some goons kidnap him from his hospital bed and throw him in a lake. Guru was a struggling photographer who was a known professional for his work and nature. After initial quarrels with the college student and orphan Nisha (Asha), they fell in love with each other. One night, Guru takes a wounded Eashwar (Babu) to the nearby hospital. The next day, being thankful for his help, Eashwar gave him the opportunity to work for his modelling studio and Guru accepted it. Meanwhile, Eashwar's assistant Sobikha (Sara) then proposed her love to Guru but Guru told her that he was in love with Nisha. Eashwar was, in reality, a pervert who had raped many innocent girls. One day, Nisha and her friends were invented by Guru for a photo shoot and as usual, in the dressing room, the hidden camera videotaped Nisha changing her clothes. Eashwar then blackmailed her in his studio and even tried to rape her, but Guru came to her rescue and during the fight, Eashwar was stabbed and he died. Back to the present, Periyavar's enemies recover Guru from the lake and save his life. Periyavar (M. Pazhamudhir Murugan), Eashwar's father, is an influential man who runs an orphanage and every night a girl from the orphanage was kidnapped by Eashwar. Guru comes to know that Nisha has left her hostel. In the meantime, Periyavar, who thought that Guru stabbed his son, finds out via the videotape that Nisha was the one who killed his son. Guru then finds Nisha in Sobikha's house and decides to elope with her. A vengeful Periyavar kills Nisha and Guru murders him in turn. The film ends with a saddened Guru committing suicide by drowning in the river with Nisha's body.</div>"
6388,Jodi Sendhachhu,1992,Nil,Nil,Nil,
6389,Marumunai,2014,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The story is about a guy who sets out in search of love. It is a love story with a message for youngsters.</div>"
6390,Antham,2020,Nil,Nil,Nil,
6391,Karunai Ullam,1978,Nil,Nil,Nil,
6392,Pramugar,2020,Nil,Nil,Nil,
6393,Chinna Jamin,1993,Nil,Nil,Nil,
6394,Shankar Oor Rajapalayam,2h,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Shankar and Gowri are inseparable even though they hail from different backgrounds. When they gather courage to take the big step, Gowri' s murderous brother Bhima is out to stop them.</div>"
6395,Kaagangal,Nil,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The life of each one are intertwined in mysterious ways and all these lives are connected by a crow. The crow represents nature itself and how nature has a harmony that is beyond our belief systems.</div>"
6396,Remote,2004,Nil,Nil,Nil,
6397,Appavi Kateri,2015,Nil,Nil,Nil,
6398,Amman Arul,1973,Nil,Nil,Nil,
6399,Thalakonam,2014,Nil,Nil,Nil,
6400,Bhakta Shabari,1960,Nil,Nil,Nil,
6401,Pasam,1962,Nil,8.0,12,
6402,Mappillai,1952,Nil,Nil,Nil,
6403,Adithalam,2019,Nil,Nil,Nil,
6404,Kuzhaideygal,1973,Nil,Nil,Nil,
6405,Anbe Un Vasam,2003,2h 5m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Ashwin (Ashwin), who is from Ooty, moves to Chennai to join college in the final year. After a not-so-pleasant initial meeting, Ashwin slowly falls in love with his college mate Bharathi (Rathi Arumugam). She later understands his true love and reciprocates. After completing their studies, they meet in a temple. Ashwin fears that they might get separated and asks Bharathi to marry him right away at the registrar office, but Bharathi, who is a practical girl, has other plans. She wants Ashwin to find a job, and then she would marry him with the consent of her family. Ashwin cannot trust her since he had witnessed many lovers getting separated during their college year. An offended Bharathi scolds him for his lack of trust in her and runs away in hurt and anger. Ashwin goes back to Ooty, while Bharathi and her family relocate to Coimbatore. Two years later, at the alumni reunion, Ashwin meets his old friends and Bharathi along with Ashok (Yogan), a family friend. Ashok tells Ashwin that he will soon marry Bharathi. Later that evening, Bharathi said to Ashwin that she was not aware of it. She then swears that she will definitely marry him and apologizes to him for running away that day. When she came home, her parents reveal that they have found a groom for her: Ashok. She convinces her parents about their marriage. Thereafter, Ashwin finds a government job in Coonoor. Ashwin and Bharathi then desperately try to contact each other; thus, Bharathi decides to go to his workplace. When she arrives at Coonoor, heavy rain was occurring over the hills, and it triggered landslides that swept aside everything in its path. Ashwin's office collapsed in front of Bharathi; in shock, she passed out. Many hours later, the rescue personnel found Bharathi and Ashwin. Ashwin survived, whereas Bharathi died of her wounds.</div>"
6406,Manaiviye Manithanin Manickam,1959,Nil,Nil,Nil,
6407,Dharma Seelan,1993,2h 30m,4.6,8,"<div class=""ipc-html-content-inner-div"">Thamizh Selvan, an orphan, tries to learn who his biological parents are. Durga, a reporter, helps Tamizh uncover the truth when he meets her at a nun's funeral service.</div>"
6408,Khaidi Brothers,2002,1h 46m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Kaidi Brothers is a 2002 Indian Tamil film, directed by Sagar and produced by D.S. Rao and PSN Reddy. The film stars Ram, Lakshman, Uday Bhanu and Sai Kumar in lead roles. The music of the film was composed by Madhukar.</div>"
6409,Listen Draupadi,2011,1h 58m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Every year in over 300 villages in Tamilnadu, India. The Mahabharata is performed as a village festival. For 20 days, and 20 hours per day, the epic is narrated as story, performed as village rituals, and enacted right through the night as theater.The Mahabharata is seen as an anti-war text and what is being performed here is a doubled text, it is both the epic, Mahabharata, it is also simultaneously a record of the wars the people of the region had gone through. The festival celebrates the resilience of the people and their will to live through extremely troubled times. The film is an attempt to present this festival from an insiders perspective, presenting the viewer of the experience of participating in this grand event.</div>"
6410,Impathu Roova,2019,1h 52m,Nil,Nil,
6411,Pannakarai Pillai,1968,2h 23m,Nil,Nil,
6412,Pattam Bharathamum,1975,Nil,Nil,Nil,
6413,Vazhndu Kattuvom,1975,Nil,Nil,Nil,
6414,Bhuloka Rambha,1940,Nil,Nil,Nil,
6415,Valayal,2019,2h,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Valayal is a Tamil Movie directed by A Guru Sekara starring Sakthee Sivan and Bhavya Sri. The feature film is produced by B R Kaliyappan and the music composed by T S Murali Subramani.</div>"
6416,Yaanai Mel Kuthirai Sawaari,2016,Nil,Nil,Nil,
6417,Dhigil @ Home Stay,2019,Nil,Nil,Nil,
6418,Raja Desingu,1960,2h 41m,6.8,14,
6419,Pesadha Padam,2013,Nil,Nil,Nil,
6420,Katta Panchayathu,1996,2h 15m,5.3,19,
6421,Maunamana Neram,2013,Nil,Nil,Nil,
6422,Sri Krishna Thulabharam,1966,Nil,Nil,Nil,
6423,Gopala Gopala,1996,2h 35m,6.0,30,"<div class=""ipc-html-content-inner-div"">Female residents of a city apartment take an immediate liking to the smart cook who moves in, however their husbands cannot stand the very sight of him.</div>"
6424,Paranoid Patient,2013,Nil,6.9,10,"<div class=""ipc-html-content-inner-div"">Gautham Francis (Prathaap Ravichandran) is a man who suffers from paranoia. In spite of his health condition, he is an intellectually gifted human being, believing in much more significant values than the common citizen of modern society. In order to create his own fortune, Gautham is in search of a job, however, this is an impossible task, since his medical report states that he is a paranoid patient. 

On the verge of being completely rejected by society, Gautham accidently meets Avinash Kumaran (Diluckshan Jeyaratnam), a psychology graduate student. Avinash realises the fact that Gautham is mentally ill, which gives him the idea of writing his masters thesis based on Gautham and his disease. In order to shadow Gautham thoroughly, Avinash turns to his friend Venkatesh Sivakumar aka. Venkat (Geethendra Sugendra), the CEO of the newly founded company InnoTech. Together, they both offer Gautham a job at InnoTech for a trial period of one month, in which Avinash is to thoroughly note Gauthams behavior and reactions in certain conditions.

In spite of finally getting a job, Gautham has not fulfilled his purpose yet. He is still searching for the significant values in life. His greatest wish is to obtain a caring relationship, which he never had, with his sister, Soumya (Stefeja Vasantharasan). Whether he gets to live life, as he wishes it, and thereby fulfills his purpose forms the crux of the story.

Paranoid Patient is a film, which deals with a man who is in search of compassion, friendship and love. However, he is placed in a society filled with selfishness, greed, and ignorance of these significant values. The film does not illustrate how modern society is, on the contrary, it demonstrates how modern society should not be.</div>"
6425,Nandakumar,1938,2h 36m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">This mythological features the birth, childhood and early antics of Krishna (Mahalingam). Krishna dance on Kalyamardhanam. He finally gets to fight with his uncle Kamsa and kills him. There are several miracle scenes with special effects.</div>"
6426,Koottanchoru,2020,Nil,Nil,Nil,
6427,Mahamayee,1991,Nil,Nil,Nil,
6428,Anbu Roja,1975,Nil,Nil,Nil,
6429,Jennifer Karuppaiya,Nil,Nil,Nil,Nil,
6430,Subhadra Haran,1935,Nil,Nil,Nil,
6431,Suvadugal,2015,3h 10m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">This is the true story of Bishop Edward Sargent, who was born on 1815 at England and was brought to India by his mother when he was a child. As he had lost his father at a very young age, and his mother was unable to raise him on her own, she gave him to a Military Orphans Asylum where he was raised. At the age of 17 he decided to become a missionary and at the age of 19, he came to share the gospel to the people of Palayamkottai, Tamil Nadu and continued to do so until he went to be with the Lord in 1889 at the age of 74.</div>"
6432,Ramanathapuram,2011,1h 55m,Nil,Nil,
6433,Kring Kring,2015,1h 32m,Nil,Nil,
6434,Nenjathai Allitha,1984,Nil,Nil,Nil,
6435,Adhiradi Padai,1994,Nil,Nil,Nil,
6436,Kanne Kaniyamudhe,1986,Nil,Nil,Nil,
6437,Aayiram Muthangaludam Thenmozhi,2012,1h 56m,Nil,Nil,
6438,Pudhiavan,1984,Nil,Nil,Nil,
6439,Thungatha Kanniru Onru,1983,Nil,Nil,Nil,
6440,Saalai,2017,1h 34m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A young science graduate stuck between career choices travels to the snowy mountains of Kashmir to find answers, where he encounters a look-alike killer and his subconscious desires come to life, guiding him towards his decision.</div>"
6441,Udayam Kizhakkuthanne,1976,Nil,Nil,Nil,
6442,Police Karan Magal,2021,Nil,Nil,Nil,
6443,Rambayin Kadhal,1939,Nil,Nil,Nil,
6444,Paathi Unakku Paathi Enakku,2014,2h 28m,Nil,Nil,
6445,Adhiradippadai,1994,Nil,7.0,7,
6446,Thirudargal Jagirathai,1958,Nil,Nil,Nil,
6447,Meendum Pudhiya Paadhai,2020,Nil,Nil,Nil,
6448,Lakshmi Vijayam,1948,Nil,Nil,Nil,
6449,Yar Potta Mudichu,1990,Nil,Nil,Nil,
6450,Untitled Amir/Pavani Project,Nil,Nil,Nil,Nil,
6451,Thiraipada Nagaram,2015,2h 27m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The story is about a group of youngsters who leave their native place for Chennai in the hope of getting a break in the film industry. In Chennai, they rent a house whose owner is very supportive of them. A film production manager recommends them to various film companies. One fine day, all of them get a chance in a big-budget film. But unfortunately, a difference of opinion crops up among them. What follows forms an interesting climax.</div>"
6452,Keezha Theru Kicha,2011,Nil,Nil,Nil,
6453,Alli Vijaam,1942,Nil,Nil,Nil,
6454,Kannukku Mai Ezhuthu,1986,Nil,Nil,Nil,
6455,Bhakthajana,1948,Nil,Nil,Nil,
6456,Vanjagan,2006,1h 55m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The film begins with a disfigured man running with a suitcase and three rowdies chasing him. The man then throws the suitcase into a nearby flat. The newspaper reporter Jeeva (Sujibala) witnesses the whole incident from her flat, she then takes that suitcase and brings it at her house. When she opens the suitcase, she finds a diary in it where it is written that murders of four influential persons in the city will happen soon. When she informs the police about this, the police didn't take the matter seriously. So Jeeva and her boyfriend Siva (Prathap), a private detective, begins to investigate to find the murderer. After the murders of Arunachalam (Devan) and Panneerselvam (Sethu Vinayagam), the two influential persons who were mentioned in the diary, the police decides to conduct its investigation with the help of Jeeva and Siva. Jeeva writes a press article about the three rowdies with their photos and concludes that the rowdies killed the two influential persons. The three rowdies then call her to threaten her but she refuses to remove the press article. Later, rowdies kidnap Jeeva and sequester her, an auto-driver saves her and admits her in the nearby hospital. Arrested by the police, the three rowdies reveal that they chased the disfigured man thinking that the suitcase was containing money but the man named Cutting Bhaskar, also a rowdy, told them that there was no money in the suitcase so in anger, they brutally kill him and ran away. Siva finds a similarity between the two murders: five minutes before they were killed, the victims get a call from the same phone number. The police track down the home address of the owner of the phone number and discovers a dead body at that address. Siva later reveals that the auto driver was, in fact, his senior Suman (Suman) and secretly works in this case. Chinrasu is found dead with bullet wounds. Siva finally finds the fourth victim's home address but when the police arrive at the place, Thirunavukkarasu (Azhagu) is found dead. The police then arrest the two suspects: Veera (Chandrahassan Jayaprakash) and Ravi (Vaiyapuri) who murdered the four persons. The two become mentally handicapped persons after an incident that upended their lives. Veera was a teenager who lived with his parents and beloved sister. His father deposited all his savings in a chit fund company for his daughter's marriage but one day, the chit fund company employees swindled their money and escaped. Thereafter, Veera's family committed suicide. Ravi was also a victim of this scam. Together, they decided to kill the four employees of that fake chit fund company. In view of their mental health, the court judge sends them to a mental asylum.</div>"
6457,Dharmapatni,1941,Nil,Nil,Nil,
6458,Thooku Thooki,1954,Nil,6.9,19,"<div class=""ipc-html-content-inner-div"">An young prince (Sivaji Ganesan) hears the maxims in a religious discourse and sets out to prove them wrong. As a result of which he undergoes several adventures and finds more than a grain of truth in these maxims.</div>"
6459,#Untitled_Aha_Tamil09,Nil,Nil,Nil,Nil,
6460,Garuda Garvabhangam,1936,Nil,Nil,Nil,
6461,Veeduvarai Uravu,1976,1h 33m,Nil,Nil,
6462,Puthiyathor Ulagam Seivom,2014,2h 5m,Nil,Nil,
6463,Sonna Pochu,2015,Nil,Nil,Nil,
6464,Bhagyavathi,1957,2h,Nil,Nil,
6465,Tiruppur,2010,2h 25m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The film begins with Kesavan (Udhai), after serving a prison sentence, being on a train back home to Palani and he reminisces about his past. Aadhi (Prabha), Kesavan, Perumal (Sarvamathi) and Seenu (Padmakumar) were best friends living in Palani. Aadhi lived with his widow mother and worked in a small workshop while Kesavan lived with his wealthy family and he was jobless. One day, Kesavan scolded Aparanji (Unni Maya) at the hospital for not doing her job well but later, he felt guilty for insulting her and wanted to apologize. Thereafter, he came to know that Aparanji was a medical student who was on an educational trip in Palani and they eventually befriended. Aadhi, Perumal and Seenu urged Kesavan to express his love. Kesavan then accommodated Aparanji and her college mates in his house. Kesavan was still afraid of expressing his love but Aparanji finally came to know about it and she gave him a love letter before going to her native town Tiruppur. The four friends arrived in Pollachi to attend their friend's wedding and Kesavan met Aparanji before the function. At a jewellery shop, Kesavan bought bangles for his lover with his friend Aadhi and a police inspector (Mahanadi Shankar) suspected him of stealing his wife's bangles. The situation degenerated as Aadhi beat the police inspector up and Aparanji's father Subramani (Kadhal Dhandapani) had witnessed the fight. At the wedding function, Kesavan gifted Aparanji the bangles. Subramani who has seen it insulted him and challenged Kesavan to come to his hometown Tiruppur. In Tiruppur, Aadhi challenged Subramani in his house that his friend Kesavan will marry Aparanji but their first attempt failed as Thirthagiri (Tiruppur Selvaraj) intervened. Later, Subramani explained to the four friends that the gangster Thirthagiri wanted him to give his daughter to his brother but Subramani refused. Subramani wanted Kesavan to save Aparanji from Thirthagiri by marrying her. Thereafter, the four friends and Aparanji were arrested by the vengeful police inspector and he took them to Thirthagiri's factory. The five managed to escape from Thirthagiri's henchmen. After getting separated, the friends who had defeated Thirthagiri's henchmen got together and they had a brutal fight with Thirthagiri. When Thirthagiri tried to kill Kesavan with a machete, Aadhi sacrificed his life and died. A vengeful Kesavan then killed Thirthagiri. Back to the present, Kesavan arrives in Palani and he meets his lover Aparanji and his two friends.</div>"
6466,Ka Ka Ka,2017,Nil,Nil,Nil,
6467,Sivagiri,2009,Nil,Nil,Nil,
6468,Mudichooda Mannan,1978,Nil,4.3,13,
6469,Krishna Naradi,1936,Nil,Nil,Nil,
6470,Sri Kanda,Nil,Nil,Nil,Nil,
6471,Kurukshetram,2006,2h 10m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Bharath (Sathyaraj) and his wife Vaishnavi (Roja) live in Western America with their children Subash and Sindu. Riots break out in the part of America where Bharath and his family live, during which their daughter Sindu dies in a bomb blast. After Sindu's death, Vaishnavi falls ill, so Bharath decides to shift to Chennai along with his family. Even after going to Chennai, Bharath and his family are not living happily because Bharath's friend Jack (K. M. Rajendra) is torturing Bharath's family by blackmailing Vaishnavi. The flashback in the movie reveals why Jack threatens Vaishnavi.</div>"
6472,Karunai,2010,Nil,Nil,Nil,
6473,Uchakattam,1980,2h 21m,Nil,Nil,
6474,Chinna mul Periya mul,1981,1h 35m,Nil,Nil,
6475,Nalla Theerpu,1959,Nil,Nil,Nil,
6476,Gangavathar,1942,Nil,Nil,Nil,
6477,Pona Machaan Thirumbi Vandhan,1954,Nil,Nil,Nil,
6478,Puthumugam,2010,2h 15m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Srija (K. R. Vatsala) is a retired cinema actress who is struggling with illness and financial issues. She wants her daughter Reema (Vibha Rai) to become a cinema actress, so they meet the famous film director Harikumar (Radha Ravi) and the film producer Manohar (Auditor Sridhar). They agree to cast her in their next film as the female lead and Reema gets paid in advance. Srija spends her salary on rent and medical expenses. After completing the first schedule of the film, Reema asks for more money from the producer and he reluctantly pays her. This matter irks Harikumar and he behaves aggressively towards Reema during the film shooting. Their film is released, it becomes a big success at the box office and Reema is flooded with acting offers. Reema then becomes arrogant, manipulative and greedy. Later, two producers pay Reema in advance to act in their films and they want Harikumar to be the director, but Reema tried to convince them to change the director. The two producers don't like her attitude, they complain to Harikumar and Manohar and therefore, all of her offers are cancelled. Thereafter, Reema comes across the female pimp Latha (Shanthi Ganesh) and she becomes a call girl. Sick of her miserable life, Reema resorts to sorcery in order to fulfil her wishes and she even murders her mother by poisoning her food. One day, Reema meets the wealthy businessman Rajan (Gowtham) during a private party and decides to attract him with black magic. Rajan is married to the soft-spoken Nandhini (Aswathi). Reema organises a black magic puja to seduce Rajan while Nandhini organises Durga Puja to save her husband from the evil forces. The goddess Adi Parashakti won the battle thus killing Reema and the evil forces. Rajan and Nandhini live happily ever after.</div>"
6479,Puzhal,2010,2h 30m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">John (Hemachandran), Muthupandi (Mano) and Ameer (Murali) who are youth and from different backgrounds enter Puzhal Central Prison on charges of murder and they immediately become good friends. The jail warden Pottu and gangster Arumaidoss smuggle paan and alcohol while Anbu's son (Kadhal Sukumar) smuggles mobile phones. Several flashbacks tell the story of the three youth and how they landed in jail. Muthupandi lived with his widowed mother, despite being poor, Muthupandi studied in an engineering college. Muthupandi and the village belle Ponni (Aswatha) fell in love with each other. One day, his mother could not pay his college fees, so she begged the college chairman (Ponnambalam) to help her but he forced her to have sex with him. When Muthupandi came to know about it, he was shocked, his mother then apologized to him for the matter and committed suicide by self-stabbing. To save his mother's dignity, Muthupandi surrendered to the police for killing her. Whereas, Ameer was a sales representative and lived with his parents and elder sister Nisha (Sonam Singh). Nisha fell in love with a married man and decided to elope with him, but Ameer stopped them and he changed the married man's mind. Ameer then strangled his sister to death by anger. Whilst John was a kabaddi player and was in love with Rita (Archana Sharma) but she married her uncle David. A saddened John discovered that David was infected with HIV and John interrupted the couple's first night, and killed David. Back to the present, the cellmate of the youngsters is brutally raped by Arumaidoss and he commits suicide by slitting his throat. John, Muthupandi and Ameer took revenge by beating up Pottu and Arumaidoss, they then murder Arumaidoss. After this incident, Anbu (Kadhal Dhandapani), a local bigwig, frees his son and the three boys on bail and recruits them as his henchmen. One day, Anbu who is involved in land grabbing forces an orphanage to give him their land. John, Muthupandi and Ameer who cannot tolerate it fight against Anbu and his henchmen. During the fight, David's brother tries to kill John with a machete. Muthupandi and Ameer get between them, therefore the three friends get stabbed by him and die.</div>"
6480,Devakanya,1943,Nil,Nil,Nil,
6481,Brahma Deva,2009,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Brahma Deva story is about an emotional conflict between friends stuck in a we of love and friendship.</div>"
6482,The Tractor,Nil,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A farmer who is living self-sufficiently has lost his lifestyle due to recent social developments and private-sector scams.</div>"
6483,Nalayini,1936,Nil,Nil,Nil,
6484,Peiyena Peiyum Kurudhi,2017,Nil,Nil,Nil,
6485,Poimugangal,1986,Nil,Nil,Nil,
